2	24.476377	2.398166	0.020191	2.418357	1.708350	0.000078	28.603162
4	28.992403	2.868397	0.017841	2.886238	0.855631	0.000080	32.734352
6	24.954667	3.999999	0.017887	4.017886	0.567131	0.000326	29.540010
8	25.377165	4.495480	0.017479	4.512959	0.429850	0.000095	30.320069
12	29.106107	5.569847	0.047660	5.617507	0.286186	0.000121	35.009921
16	24.999222	6.085447	0.060722	6.146169	0.217638	0.000112	31.363141
24	24.297328	3.172713	0.156422	3.329135	0.142276	0.000117	27.768856
32	26.783602	2.844975	0.168450	3.013425	0.106146	0.000144	29.903317
40	25.969044	3.241561	0.141085	3.382646	0.091135	0.000183	29.443008
